Network ID	Position	X	Y
TAZ_1361	center	-121.7207127	38.01044964
TAZ_1365	center	-121.6322637	37.88190635
TAZ_137	center	-122.6581143	40.55204813
TAZ_1371	center	-121.9526849	37.75703538
TAZ_1374	center	-121.9386173	37.7319234
TAZ_1380	center	-121.9702207	37.93681634
TAZ_1386	center	-122.0844248	37.91070924
TAZ_1387	center	-122.11828	37.93330987
TAZ_1389	center	-122.0687258	37.88127298
TAZ_1399	center	-121.8139877	38.01642467
TAZ_1403	center	-122.2716883	37.80141911
TAZ_1404	center	-122.2700532	37.79972157
TAZ_1413	center	-122.1488526	37.68534648
TAZ_1424	center	-122.1470281	37.70172019
TAZ_1456	center	-122.2277383	37.7738942
TAZ_154	center	-122.2437372	40.41573204
TAZ_1548	center	-122.3949035	37.94484437
TAZ_156	center	-122.3591428	40.99509288
TAZ_158	center	-121.5132038	40.67296428
TAZ_1581	center	-122.1243212	37.82271838
TAZ_1582	center	-122.1431642	37.85443743
TAZ_160	center	-121.6225912	41.78948052
TAZ_161	center	-122.0417556	41.79745984
TAZ_1610	center	-121.8650776	37.69693353
TAZ_1616	center	-122.0015248	37.54635509
TAZ_162	center	-122.4755034	41.88910996
TAZ_1624	center	-121.9018638	37.5084653
TAZ_1626	center	-121.9302719	37.52527131
TAZ_163	center	-123.3356809	41.744746
TAZ_1632	center	-122.0252631	37.55979386
TAZ_164	center	-123.0202297	41.40137338
TAZ_1643	center	-122.0712163	37.60199451
TAZ_1648	center	-122.0278195	37.5893435
TAZ_165	center	-122.6608479	41.67715125
TAZ_1650	center	-122.0869796	37.62584636
TAZ_166	center	-122.435599	41.48237587
TAZ_1664	center	-122.0917315	37.66627365
TAZ_167	center	-122.327961	41.34747978
TAZ_1676	center	-121.7402522	37.71011164
TAZ_1680	center	-121.8156817	37.68962658
TAZ_1681	center	-121.8844759	37.67704764
TAZ_1686	center	-121.8073756	37.55683738
TAZ_1687	center	-121.7774599	37.67489226
TAZ_170	center	-122.7786724	40.92188771
TAZ_1705	center	-121.9667542	37.38805584
TAZ_1718	center	-122.1447302	37.42808644
TAZ_1731	center	-122.0921589	37.39572355
TAZ_1794	center	-122.0814031	37.43776218
TAZ_1796	center	-121.9737655	37.4414115
TAZ_1813	center	-121.9452905	37.31637325
TAZ_1852	center	-121.9271876	37.33451006
TAZ_1863	center	-121.8522546	37.34458536
TAZ_1892	center	-121.6372932	37.73300432
TAZ_1937	center	-121.6926772	37.05523796
TAZ_1940	center	-121.5878162	37.0238584
TAZ_1944	center	-121.5158544	37.23578842
TAZ_2011	center	-121.3346814	38.04527691
TAZ_2018	center	-121.2939974	37.94593165
TAZ_202	center	-121.8872217	39.82471159
TAZ_2023	center	-121.3191368	37.94273325
TAZ_2024	center	-121.3064026	37.92510355
TAZ_2029	center	-121.2783983	37.94590387
TAZ_2035	center	-121.2970577	37.95616717
TAZ_2039	center	-121.3107246	37.98465388
TAZ_209	center	-121.8277161	39.72622322
TAZ_210	center	-121.8109245	39.70058098
TAZ_2101	center	-121.3423836	38.09147491
TAZ_2105	center	-121.363422	37.77888321
TAZ_211	center	-121.9609122	39.77029116
TAZ_2113	center	-121.3199601	37.67556658
TAZ_2114	center	-121.4532256	37.61134361
TAZ_2117	center	-121.3105869	38.20091527
TAZ_2130	center	-121.1768355	37.85337715
TAZ_2133	center	-121.4580267	37.92184048
TAZ_2136	center	-121.4322844	37.75834034
TAZ_2139	center	-121.4614466	37.77364466
TAZ_2149	center	-121.2719203	38.07039705
TAZ_219	center	-121.3321302	39.64081606
TAZ_2200	center	-120.9237545	37.69815153
TAZ_2204	center	-121.2417875	37.29772664
TAZ_2207	center	-121.0804836	37.46034409
TAZ_2211	center	-121.1518399	37.56741294
TAZ_2227	center	-120.83017	37.88664183
TAZ_2228	center	-120.8315566	37.76585702
TAZ_2234	center	-120.8589759	37.67139735
TAZ_2278	center	-121.1548018	37.44435361
TAZ_228	center	-122.3578413	39.21909733
TAZ_2305	center	-121.0189597	37.0945544
TAZ_2308	center	-120.2255339	37.22345364
TAZ_2312	center	-121.0273487	36.98734073
TAZ_2313	center	-120.7387754	37.00501531
TAZ_2318	center	-120.7139207	37.45959422
TAZ_233	center	-122.1570734	39.70913374
TAZ_2332	center	-120.405574	37.28707273
TAZ_234	center	-122.5304683	39.70133194
TAZ_2403	center	-119.6550132	36.72583239
TAZ_2408	center	-119.9072484	36.77167523
TAZ_2473	center	-119.7843615	36.74965978
TAZ_2478	center	-119.7827217	36.73709478
TAZ_2479	center	-119.7791871	36.72731734
TAZ_2490	center	-119.8121467	36.65561075
TAZ_2518	center	-119.6823974	36.47594489
TAZ_2525	center	-120.385926	36.55101251
TAZ_2529	center	-120.6363408	36.78867579
TAZ_2530	center	-120.1031265	36.1678863
TAZ_2532	center	-120.1597813	36.32512774
TAZ_2536	center	-119.7205142	36.61958219
TAZ_2538	center	-119.5176009	36.72276763
TAZ_2542	center	-119.5391188	36.54606588
TAZ_2545	center	-119.9751202	36.85443436
TAZ_2546	center	-119.758004	37.01063569
TAZ_2550	center	-120.0715575	37.04857942
TAZ_2555	center	-120.0464272	36.95435231
TAZ_2557	center	-120.0537815	36.93468659
TAZ_2565	center	-119.6800604	37.38186632
TAZ_2567	center	-119.6781584	37.24293297
TAZ_2572	center	-119.5541075	37.14874867
TAZ_2602	center	-119.7381333	35.94797241
TAZ_2605	center	-119.9439604	36.13865318
TAZ_2606	center	-119.6996611	36.16009714
TAZ_2613	center	-119.6308433	36.30805452
TAZ_262	center	-120.1363033	39.33684682
TAZ_2623	center	-119.5883183	36.11485075
TAZ_2624	center	-119.5516676	36.10803667
TAZ_2628	center	-119.5775192	36.07352896
TAZ_263	center	-120.5351281	39.3930902
TAZ_2712	center	-119.2690874	35.88794062
TAZ_2716	center	-119.4696434	36.46486709
TAZ_2726	center	-119.1380163	36.16821004
TAZ_2730	center	-119.0215114	36.08885404
TAZ_2733	center	-119.0236127	36.05849493
TAZ_2736	center	-119.0770792	36.03046987
TAZ_2739	center	-119.3929777	35.89036438
TAZ_274	center	-120.3645338	39.91887974
TAZ_2740	center	-119.2640543	35.87150496
TAZ_2743	center	-119.4204041	36.06067431
TAZ_2744	center	-119.2733743	36.04777622
TAZ_277	center	-120.5160143	39.58068867
TAZ_2772	center	-118.798331	35.94338481
TAZ_2783	center	-119.376251	36.342298
TAZ_2796	center	-118.7011734	35.23271611
TAZ_2798	center	-118.5035739	35.53020001
TAZ_281	center	-122.6120897	40.06223847
TAZ_2821	center	-118.9354416	35.25752748
TAZ_2822	center	-118.8837604	35.17536906
TAZ_2848	center	-119.276277	35.50265293
TAZ_2891	center	-119.1113944	35.20069189
TAZ_2893	center	-119.0388373	35.26246336
TAZ_2900	center	-119.1504016	34.94732296
TAZ_2903	center	-118.3411621	34.85656682
TAZ_2904	center	-117.8801649	34.9084872
TAZ_2909	center	-118.3151637	35.16884814
TAZ_2910	center	-118.5209879	35.16875122
TAZ_2911	center	-118.6290162	35.17177853
TAZ_2912	center	-118.4640843	34.98043067
TAZ_2914	center	-119.7677045	35.64794159
TAZ_2916	center	-119.4189442	35.39609436
TAZ_2917	center	-119.2965036	35.75377786
TAZ_2918	center	-118.6843525	35.44040619
TAZ_2923	center	-118.1772778	35.59475319
TAZ_2924	center	-117.84814	35.57235866
TAZ_2931	center	-117.935589	35.25081994
TAZ_2936	center	-118.4500866	35.12779385
TAZ_2939	center	-119.3461546	35.59204782
TAZ_2946	center	-119.4658971	35.13389966
TAZ_2947	center	-119.5030394	35.26723312
TAZ_2949	center	-119.1956971	35.64336995
TAZ_3000	center	-119.8206038	38.59709408
TAZ_3004	center	-120.9339798	38.41757921
TAZ_3005	center	-120.8814769	38.29088282
TAZ_3007	center	-120.2440869	38.36344169
TAZ_3009	center	-120.8651165	38.18831548
TAZ_3011	center	-120.640045	38.23786764
TAZ_3012	center	-120.5162628	38.10047447
TAZ_3013	center	-117.328778	36.44608489
TAZ_3014	center	-118.2864469	37.31722407
TAZ_3016	center	-118.2960564	37.16751763
TAZ_3018	center	-119.7233914	37.67066798
TAZ_3021	center	-119.2033936	38.16713718
TAZ_3022	center	-118.519674	37.69179354
TAZ_3023	center	-118.9815548	37.63797335
TAZ_3030	center	-119.6918486	37.94326069
TAZ_3034	center	-120.4342215	37.77380812
TAZ_3102	center	-121.4680637	36.91721126
TAZ_3115	center	-121.9329381	36.97825312
TAZ_3121	center	-122.0182121	37.02352113
TAZ_3122	center	-122.0142384	37.07412339
TAZ_313	center	-121.526335	38.57428469
TAZ_3130	center	-121.7700755	36.90478968
TAZ_3131	center	-121.7844627	36.92645387
TAZ_3137	center	-121.9467485	36.99110822
TAZ_315	center	-121.6165722	38.43314917
TAZ_320	center	-121.7532357	38.5524488
TAZ_3202	center	-121.6519014	36.72672958
TAZ_3203	center	-121.6938626	36.72252135
TAZ_3205	center	-121.7230667	36.88068638
TAZ_3207	center	-121.8520108	36.50710519
TAZ_3211	center	-121.4512957	36.3477052
TAZ_3212	center	-121.4857607	36.49474093
TAZ_3233	center	-121.6149755	36.80190323
TAZ_324	center	-121.7470956	38.67001055
TAZ_3244	center	-121.9187871	36.54982075
TAZ_3252	center	-120.9108101	35.9605172
TAZ_3256	center	-121.8620827	36.60244128
TAZ_3262	center	-121.7803415	36.66695694
TAZ_3265	center	-121.2187534	36.38454466
TAZ_330	center	-121.8770826	38.81425474
TAZ_3301	center	-119.9878967	35.22801078
TAZ_3305	center	-120.6912173	35.63536542
TAZ_3307	center	-120.4870496	35.72677076
TAZ_3308	center	-120.7220401	35.46993813
TAZ_3310	center	-120.56523	35.48925998
TAZ_3315	center	-120.6777942	35.28187126
TAZ_3321	center	-120.4954828	35.03068458
TAZ_3322	center	-120.5600527	35.01574256
TAZ_3328	center	-120.6320638	35.27655541
TAZ_3331	center	-120.6657563	35.31013885
TAZ_3361	center	-119.8250047	34.77254601
TAZ_337	center	-121.5961908	39.15078075
TAZ_3382	center	-120.4266948	34.94583266
TAZ_340	center	-121.5805594	39.09915681
TAZ_3400	center	-119.1444417	34.63877787
TAZ_3414	center	-119.2948152	34.27764809
TAZ_347	center	-121.1798345	39.44928058
TAZ_3519	center	-118.6905457	34.25017738
TAZ_3599	center	-118.8000237	34.79328389
TAZ_3602	center	-117.8637193	34.29841428
TAZ_3604	center	-118.6351451	34.47223999
TAZ_3606	center	-118.4714524	34.52696642
TAZ_3614	center	-118.7116876	34.53146204
TAZ_3627	center	-117.9735442	34.74924457
TAZ_3628	center	-117.760268	34.68630918
TAZ_3668	center	-118.1419762	34.69644001
TAZ_3670	center	-118.14081	34.68196869
TAZ_3695	center	-118.1521449	34.71117338
TAZ_3699	center	-118.6359891	34.63360067
TAZ_3706	center	-118.5865255	34.25968672
TAZ_3755	center	-117.7928721	34.48365889
TAZ_3802	center	-118.6376198	34.05522081
TAZ_3803	center	-118.5495935	34.05369343
TAZ_3824	center	-118.478638	34.1404553
TAZ_3919	center	-118.1935293	34.21507822
TAZ_416	center	-120.0826448	38.95852661
TAZ_417	center	-119.9871804	38.89889311
TAZ_418	center	-119.9782501	38.95079416
TAZ_419	center	-119.9661439	38.84199862
TAZ_423	center	-120.6362402	38.7658099
TAZ_425	center	-120.5261481	38.60286246
TAZ_426	center	-120.5929114	38.71968308
TAZ_427	center	-121.239248	38.75852507
TAZ_4290	center	-118.2050852	33.8834859
TAZ_434	center	-120.4746973	39.24865131
TAZ_4353	center	-118.3081029	34.09995872
TAZ_4355	center	-118.3165169	34.0940482
TAZ_4358	center	-118.3106097	34.10369126
TAZ_4361	center	-118.3048118	34.08716373
TAZ_4403	center	-118.4965825	34.01524339
TAZ_4410	center	-118.4890868	34.00903181
TAZ_4413	center	-118.5006108	34.02230631
TAZ_4524	center	-118.3698988	33.90542103
TAZ_4547	center	-118.3738853	33.95403211
TAZ_456	center	-121.0715379	38.97601135
TAZ_459	center	-120.9521845	39.06563811
TAZ_460	center	-120.1151368	39.13716976
TAZ_461	center	-120.0675591	39.24647923
TAZ_4619	center	-118.2172555	33.76029781
TAZ_471	center	-121.0228389	39.00829362
TAZ_4731	center	-118.2149145	33.80353202
TAZ_4750	center	-118.1741578	33.78622916
TAZ_4766	center	-118.1299326	33.7678865
TAZ_4930	center	-118.1664523	34.21108584
TAZ_5011	center	-117.917985	33.99953393
TAZ_507	center	-121.4907997	38.59719828
TAZ_5101	center	-117.2835587	35.38594263
TAZ_5106	center	-117.4361436	34.42146222
TAZ_5111	center	-116.8824617	34.97922775
TAZ_5114	center	-117.1257749	34.40640846
TAZ_5116	center	-117.1690684	34.48395937
TAZ_5117	center	-117.1729668	34.52874452
TAZ_512	center	-121.5448718	38.61769233
TAZ_5135	center	-117.3340564	34.34898651
TAZ_5138	center	-115.4686547	34.93416076
TAZ_5139	center	-115.8547056	35.39993299
TAZ_5140	center	-116.6001653	35.43786971
TAZ_5144	center	-116.5975476	34.36580958
TAZ_5145	center	-116.5133107	34.06851733
TAZ_5146	center	-115.8730723	34.154712
TAZ_5147	center	-116.0727102	34.17537893
TAZ_5148	center	-114.8027811	34.50521038
TAZ_5159	center	-116.9604509	34.83545795
TAZ_5161	center	-116.9188934	34.46217182
TAZ_5182	center	-116.0509433	34.1283482
TAZ_5194	center	-115.4457187	34.25684032
TAZ_5195	center	-116.4406487	34.84499495
TAZ_5198	center	-117.0394636	34.33103385
TAZ_522	center	-121.4380793	38.61973257
TAZ_525	center	-121.5244878	38.61403931
TAZ_528	center	-121.4879736	38.60656336
TAZ_531	center	-121.5032396	38.58243012
TAZ_5460	center	-117.5031764	33.84845506
TAZ_5472	center	-117.6348624	33.87311243
TAZ_5481	center	-117.330743	33.97035106
TAZ_5492	center	-117.316671	33.97626474
TAZ_5510	center	-117.2954611	33.68613381
TAZ_5541	center	-117.1625809	33.54178057
TAZ_5546	center	-117.1519856	33.58639157
TAZ_5550	center	-117.1514606	33.51146327
TAZ_5577	center	-117.2772052	33.65106816
TAZ_5600	center	-115.6047746	33.23766598
TAZ_5601	center	-115.4145963	32.99078541
TAZ_5602	center	-115.5882916	32.96045891
TAZ_5603	center	-115.5348449	32.98606113
TAZ_5604	center	-115.3605974	32.82159968
TAZ_5606	center	-115.4947747	32.7999697
TAZ_5607	center	-115.5670986	32.80004305
TAZ_5608	center	-115.5146656	32.74937475
TAZ_5612	center	-115.4968943	32.68272347
TAZ_5613	center	-115.481467	32.70740889
TAZ_5614	center	-114.9985453	33.074619
TAZ_5615	center	-115.8706022	33.159663
TAZ_5616	center	-115.555579	32.86776708
TAZ_5624	center	-117.0912007	33.97306841
TAZ_5625	center	-117.0325585	33.90916572
TAZ_5626	center	-116.8005736	33.96134016
TAZ_5634	center	-116.9288009	33.93687469
TAZ_5636	center	-116.764301	33.63022191
TAZ_5638	center	-116.4795054	33.90833385
TAZ_5664	center	-115.880473	33.5026154
TAZ_5668	center	-115.5822969	33.88124066
TAZ_5669	center	-114.6533364	33.53611982
TAZ_5670	center	-114.5603378	33.66122034
TAZ_5680	center	-115.9036365	33.72832876
TAZ_5681	center	-114.7384472	33.81184375
TAZ_5684	center	-117.1429293	33.95231343
TAZ_5691	center	-116.1831192	33.72202965
TAZ_5693	center	-115.1518655	33.7252445
TAZ_5694	center	-116.6105518	33.96961537
TAZ_5698	center	-116.9748429	33.45126817
TAZ_5699	center	-115.3884312	32.69973639
TAZ_5785	center	-117.7714008	33.87858784
TAZ_5788	center	-117.7910462	33.87431972
TAZ_5853	center	-118.0046262	33.67042503
TAZ_5855	center	-118.0399859	33.71173476
TAZ_5916	center	-117.9171015	33.62147882
TAZ_5917	center	-117.8991988	33.62867496
TAZ_5973	center	-117.7227413	33.64079374
TAZ_6001	center	-117.6071489	33.41182852
TAZ_6003	center	-117.6302119	33.43664866
TAZ_6005	center	-117.6596691	33.4581665
TAZ_6037	center	-117.6847383	33.57579286
TAZ_6048	center	-117.7096136	33.63015421
TAZ_6053	center	-117.7006814	33.62013235
TAZ_6099	center	-116.335421	33.51065942
TAZ_6100	center	-116.2904322	33.11602528
TAZ_6101	center	-116.438926	32.70344923
TAZ_6102	center	-116.7041739	33.2411455
TAZ_6105	center	-116.8408357	32.91600949
TAZ_6106	center	-116.7716078	33.03887545
TAZ_6108	center	-116.9268347	33.26517425
TAZ_6114	center	-116.840933	33.08453496
TAZ_6120	center	-117.0969714	33.35693468
TAZ_6133	center	-116.7936587	32.66939647
TAZ_6135	center	-116.8502579	32.81787712
TAZ_6136	center	-116.9008667	32.72366854
TAZ_6207	center	-117.250748	33.1446597
TAZ_6226	center	-117.290841	33.13368656
TAZ_6231	center	-117.3794358	33.19896012
TAZ_6247	center	-117.2041853	33.34078711
TAZ_6251	center	-117.1967866	33.4021247
TAZ_6273	center	-117.2450126	33.11878013
TAZ_6303	center	-117.1179259	32.86688911
TAZ_6407	center	-117.1096184	32.74009727
TAZ_643	center	-121.3274122	38.69809397
TAZ_6431	center	-117.0901465	32.70318999
TAZ_6432	center	-117.0950788	32.72498337
TAZ_6508	center	-116.948311	32.7458623
TAZ_6545	center	-116.8915325	32.83053193
TAZ_6550	center	-116.9401297	32.79433939
TAZ_6561	center	-116.9724169	32.71484687
TAZ_6649	center	-116.9587634	32.65285034
TAZ_6668	center	-117.0189539	32.57950362
TAZ_6670	center	-116.9925828	32.60289101
TAZ_6701	center	-121.9529221	37.47307684
TAZ_6809	center	-118.4851212	34.75044324
TAZ_6836	center	-115.9262509	32.81520816
TAZ_6840	center	-117.1865475	33.47046804
TAZ_712	center	-121.3884115	38.35836191
TAZ_714	center	-121.4937881	38.34068322
TAZ_715	center	-121.6256207	38.17029734
TAZ_784	center	-121.8742164	38.24253034
TAZ_785	center	-121.9295324	38.32189422
TAZ_817	center	-122.2196517	38.39891578
TAZ_819	center	-122.3682279	38.28158854
TAZ_821	center	-122.2301481	38.2275359
TAZ_824	center	-122.2565658	38.12831769
TAZ_836	center	-122.0327132	38.43815215
TAZ_837	center	-121.9325855	38.4034437
TAZ_842	center	-121.9630479	38.32747573
TAZ_847	center	-122.02656	38.29900167
TAZ_848	center	-122.0785774	38.29595317
TAZ_851	center	-122.0512466	38.26421214
TAZ_857	center	-122.0995518	38.21860999
TAZ_861	center	-122.2698357	38.14234671
TAZ_864	center	-122.2368082	38.13577109
TAZ_866	center	-122.2672768	38.1174214
TAZ_868	center	-122.2422908	38.08512037
TAZ_878	center	-121.7185821	38.24668145
TAZ_884	center	-122.0201799	38.24874607
TAZ_901	center	-122.511623	38.06875793
TAZ_902	center	-122.5184102	38.02905067
TAZ_906	center	-122.7834663	38.16306366
TAZ_909	center	-122.5412268	38.12575648
TAZ_921	center	-122.5403477	37.98282511
TAZ_983	center	-122.5467285	38.21901059
WECC_AZ	center	-111.6602864	34.27713007
WECC_CO	center	-105.5477299	38.99652641
WECC_ID	center	-114.3298742	43.79769417
WECC_IID	center	-115.3653607	33.03993847
WECC_MT	center	-111.0154949	46.97212932
WECC_NM	center	-106.498997	34.46443389
WECC_NNV	center	-116.7654065	39.57402178
WECC_PNW	center	-120.326967	45.24758662
WECC_SCE	center	-115.7463235	34.63158447
WECC_SF	center	-121.7806216	37.53596298
WECC_SNV	center	-115.0188139	36.21319877
WECC_UT	center	-111.6704891	39.30516391
WECC_WY	center	-107.1480985	43.04022627
WEC_CALN	center	-122.8559138	39.93481781
WEC_LADW	center	-118.2171909	34.36133674
WEC_SDGE	center	-116.732513	33.03591256
link_1	left	-118.6905457	34.25017738
link_1	right	-119.2948152	34.27764809
link_10	left	-118.6376198	34.05522081
link_10	right	-119.2948152	34.27764809
link_100	left	-117.1519856	33.58639157
link_100	right	-117.2954611	33.68613381
link_1000	left	-121.4512957	36.3477052
link_1000	right	-120.7220401	35.46993813
link_1001	left	-121.4512957	36.3477052
link_1001	right	-120.6777942	35.28187126
link_1002	left	-121.4512957	36.3477052
link_1002	right	-121.8520108	36.50710519
link_1003	left	-121.4857607	36.49474093
link_1003	right	-121.4680637	36.91721126
link_1004	left	-121.4857607	36.49474093
link_1004	right	-121.6519014	36.72672958
link_1005	left	-121.4857607	36.49474093
link_1005	right	-121.8520108	36.50710519
link_1006	left	-121.4857607	36.49474093
link_1006	right	-121.4512957	36.3477052
link_1007	left	-121.6149755	36.80190323
link_1007	right	-121.5878162	37.0238584
link_1008	left	-121.6149755	36.80190323
link_1008	right	-121.4680637	36.91721126
link_1009	left	-121.6149755	36.80190323
link_1009	right	-121.6519014	36.72672958
link_101	left	-117.1519856	33.58639157
link_101	right	-117.1625809	33.54178057
link_1010	left	-121.6149755	36.80190323
link_1010	right	-121.6938626	36.72252135
link_1011	left	-121.6149755	36.80190323
link_1011	right	-121.7230667	36.88068638
link_1012	left	-121.6149755	36.80190323
link_1012	right	-121.4857607	36.49474093
link_1013	left	-121.9187871	36.54982075
link_1013	right	-120.5600527	35.01574256
link_1017	left	-121.9187871	36.54982075
link_1017	right	-121.8520108	36.50710519
link_1019	left	-121.8620827	36.60244128
link_1019	right	-121.8520108	36.50710519
link_102	left	-117.1514606	33.51146327
link_102	right	-117.1625809	33.54178057
link_1020	left	-121.8620827	36.60244128
link_1020	right	-121.9187871	36.54982075
link_1022	left	-121.7803415	36.66695694
link_1022	right	-121.7700755	36.90478968
link_1023	left	-121.7803415	36.66695694
link_1023	right	-121.6519014	36.72672958
link_1024	left	-121.7803415	36.66695694
link_1024	right	-121.6938626	36.72252135
link_1025	left	-121.7803415	36.66695694
link_1025	right	-121.7230667	36.88068638
link_1026	left	-121.7803415	36.66695694
link_1026	right	-121.8520108	36.50710519
link_1027	left	-121.7803415	36.66695694
link_1027	right	-121.4857607	36.49474093
link_1028	left	-121.7803415	36.66695694
link_1028	right	-121.8620827	36.60244128
link_1029	left	-121.2187534	36.38454466
link_1029	right	-121.0273487	36.98734073
link_103	left	-117.1514606	33.51146327
link_103	right	-117.1519856	33.58639157
link_1030	left	-121.2187534	36.38454466
link_1030	right	-120.385926	36.55101251
link_1031	left	-121.2187534	36.38454466
link_1031	right	-120.6363408	36.78867579
link_1032	left	-121.2187534	36.38454466
link_1032	right	-120.9108101	35.9605172
link_1033	left	-121.2187534	36.38454466
link_1033	right	-121.4680637	36.91721126
link_1034	left	-121.2187534	36.38454466
link_1034	right	-121.4512957	36.3477052
link_1035	left	-121.2187534	36.38454466
link_1035	right	-121.4857607	36.49474093
link_1036	left	-121.9529221	37.47307684
link_1036	right	-122.0015248	37.54635509
link_1037	left	-121.9529221	37.47307684
link_1037	right	-121.9018638	37.5084653
link_1038	left	-121.9529221	37.47307684
link_1038	right	-121.9302719	37.52527131
link_1039	left	-121.9529221	37.47307684
link_1039	right	-121.9667542	37.38805584
link_104	left	-117.2772052	33.65106816
link_104	right	-117.2954611	33.68613381
link_1040	left	-121.9529221	37.47307684
link_1040	right	-121.9737655	37.4414115
link_1041	left	-121.9529221	37.47307684
link_1041	right	-121.8522546	37.34458536
link_1042	left	-121.7806216	37.53596298
link_1042	right	-121.9018638	37.5084653
link_1043	left	-121.7806216	37.53596298
link_1043	right	-121.7402522	37.71011164
link_1044	left	-121.7806216	37.53596298
link_1044	right	-121.8073756	37.55683738
link_1045	left	-121.7806216	37.53596298
link_1045	right	-121.7774599	37.67489226
link_1046	left	-121.7806216	37.53596298
link_1046	right	-121.8522546	37.34458536
link_1047	left	-121.7806216	37.53596298
link_1047	right	-121.6372932	37.73300432
link_1048	left	-121.7806216	37.53596298
link_1048	right	-121.5158544	37.23578842
link_1049	left	-121.7806216	37.53596298
link_1049	right	-121.4532256	37.61134361
link_105	left	-117.2772052	33.65106816
link_105	right	-117.1625809	33.54178057
link_1050	left	-123.7551974	41.15414774
link_1050	right	-123.7470377	40.57780141
link_1051	left	-123.8936475	40.92718433
link_1051	right	-123.7470377	40.57780141
link_1052	left	-123.8936475	40.92718433
link_1052	right	-123.7551974	41.15414774
link_1053	left	-122.6581143	40.55204813
link_1053	right	-123.7470377	40.57780141
link_1054	left	-122.2437372	40.41573204
link_1054	right	-122.6581143	40.55204813
link_1055	left	-122.3591428	40.99509288
link_1055	right	-122.6581143	40.55204813
link_1056	left	-122.3591428	40.99509288
link_1056	right	-122.2437372	40.41573204
link_1057	left	-121.5132038	40.67296428
link_1057	right	-122.2437372	40.41573204
link_1058	left	-121.5132038	40.67296428
link_1058	right	-122.3591428	40.99509288
link_1059	left	-123.0202297	41.40137338
link_1059	right	-123.7551974	41.15414774
link_106	left	-117.2772052	33.65106816
link_106	right	-117.1519856	33.58639157
link_1060	left	-122.435599	41.48237587
link_1060	right	-123.0202297	41.40137338
link_1061	left	-122.327961	41.34747978
link_1061	right	-122.3591428	40.99509288
link_1062	left	-122.327961	41.34747978
link_1062	right	-121.5132038	40.67296428
link_1063	left	-122.327961	41.34747978
link_1063	right	-122.435599	41.48237587
link_1064	left	-122.7786724	40.92188771
link_1064	right	-123.7470377	40.57780141
link_1065	left	-122.7786724	40.92188771
link_1065	right	-123.7551974	41.15414774
link_1066	left	-122.7786724	40.92188771
link_1066	right	-122.6581143	40.55204813
link_1067	left	-122.7786724	40.92188771
link_1067	right	-122.3591428	40.99509288
link_1068	left	-122.7786724	40.92188771
link_1068	right	-123.0202297	41.40137338
link_1069	left	-122.7786724	40.92188771
link_1069	right	-122.435599	41.48237587
link_107	left	-117.0912007	33.97306841
link_107	right	-117.3340564	34.34898651
